State,Year,Quarter,Pincode,Transaction_count,Transaction_amount
gujarat,2022,1,395010,453,442586.0
gujarat,2022,1,396191,322,394832.0
gujarat,2022,1,382350,316,429910.0
gujarat,2022,1,395006,316,381085.0
gujarat,2022,1,382415,293,400080.0
gujarat,2022,1,395003,271,307876.0
gujarat,2022,1,380001,271,245454.0
gujarat,2022,1,382330,262,363970.0
gujarat,2022,1,380013,250,323052.0
gujarat,2022,2,394210,676,652988.0
gujarat,2022,2,395010,544,488709.0
gujarat,2022,2,395006,497,432554.0
gujarat,2022,2,395003,395,390059.0
gujarat,2022,2,382415,369,407746.0
gujarat,2022,2,396191,359,478286.0
gujarat,2022,2,395002,352,340006.0
gujarat,2022,2,395007,350,398670.0
gujarat,2022,2,382350,315,320718.0
gujarat,2022,2,394221,290,249427.0
gujarat,2022,4,394210,773,769818.0
gujarat,2022,4,395010,681,732250.0
gujarat,2022,4,396191,597,842130.0
gujarat,2022,4,395006,566,690879.0
gujarat,2022,4,382415,477,535626.0
gujarat,2022,4,395003,432,437321.0
gujarat,2022,4,382350,420,632516.0
gujarat,2022,4,382481,412,628046.0
gujarat,2022,4,382330,391,538358.0
gujarat,2022,4,380058,387,503890.0
gujarat,2022,3,395010,807,684259.0
gujarat,2022,3,394210,730,709066.0
gujarat,2022,3,395006,687,601557.0
gujarat,2022,3,382415,480,558917.0
gujarat,2022,3,395003,477,440524.0
gujarat,2022,3,395007,453,499763.0
gujarat,2022,3,396191,430,508247.0
gujarat,2022,3,382350,427,459141.0
gujarat,2022,3,395002,408,363643.0
gujarat,2022,3,382481,349,410861.0
gujarat,2023,1,394210,1001,1073416.0
gujarat,2023,1,395010,818,857535.0
gujarat,2023,1,395006,618,670206.0
gujarat,2023,1,395007,511,608545.0
gujarat,2023,1,395003,493,516547.0
gujarat,2023,1,394221,473,463064.0
gujarat,2023,1,395002,452,449111.0
gujarat,2023,1,396191,447,616275.0
gujarat,2023,1,394230,410,409772.0
gujarat,2023,1,382345,384,575965.0
gujarat,2023,2,395010,685,714994.0
gujarat,2023,2,394210,649,653790.0
gujarat,2023,2,395006,590,564875.0
gujarat,2023,2,396191,511,662391.0
gujarat,2023,2,382350,440,532958.0
gujarat,2023,2,382415,437,558684.0
gujarat,2023,2,395003,435,466395.0
gujarat,2023,2,382481,431,588420.0
gujarat,2023,2,382330,429,596709.0
gujarat,2023,2,395007,399,520101.0
gujarat,2023,4,394210,816,966984.0
gujarat,2023,4,395010,782,1044876.0
gujarat,2023,4,396191,710,1034784.0
gujarat,2023,4,395006,638,960206.0
gujarat,2023,4,382481,491,749838.0
gujarat,2023,4,382415,478,740155.0
gujarat,2023,4,382350,455,756630.0
gujarat,2023,4,395007,440,672598.0
gujarat,2023,4,395003,426,536867.0
gujarat,2023,4,382330,425,765464.0
gujarat,2023,3,395006,1451,1257464.0
gujarat,2023,3,395010,1354,1163669.0
gujarat,2023,3,394210,1247,1192187.0
gujarat,2023,3,395003,886,797374.0
gujarat,2023,3,395004,752,770323.0
gujarat,2023,3,395002,691,598001.0
gujarat,2023,3,382350,687,804798.0
gujarat,2023,3,382415,674,792375.0
gujarat,2023,3,395007,668,762069.0
gujarat,2023,3,396191,635,809380.0
tripura,2020,2,799001,10,1941.0
tripura,2020,2,799114,9,1881.0
tripura,2020,2,799005,7,1817.0
tripura,2020,2,799045,6,1355.0
tripura,2020,2,799006,4,1165.0
tripura,2020,2,799007,4,693.0
tripura,2020,2,799102,3,462.0
tripura,2020,2,799003,3,1272.0
tripura,2020,2,799143,3,744.0
tripura,2020,2,799251,3,462.0
tripura,2020,4,799001,19,7373.0
tripura,2020,4,799003,18,8104.0
tripura,2020,4,799007,14,7032.0
tripura,2020,4,799008,10,7150.0
tripura,2020,4,799006,10,5135.0
tripura,2020,4,799035,9,1176.0
tripura,2020,4,799004,9,5337.0
tripura,2020,4,799250,8,4751.0
tripura,2020,4,799201,7,2130.0
tripura,2020,4,799264,7,7234.0
tripura,2020,3,799001,34,10471.0
tripura,2020,3,799003,20,5426.0
tripura,2020,3,799002,10,2573.0
tripura,2020,3,799251,9,1891.0
tripura,2020,3,799004,9,1929.0
tripura,2020,3,799250,8,1788.0
tripura,2020,3,799101,8,1772.0
tripura,2020,3,799006,7,1411.0
tripura,2020,3,799264,7,1654.0
tripura,2020,3,799114,7,2735.0
tripura,2021,1,799001,40,25228.0
tripura,2021,1,799002,17,7801.0
tripura,2021,1,799003,16,4304.0
tripura,2021,1,799250,15,8638.0
tripura,2021,1,799005,14,4319.0
tripura,2021,1,799014,12,6264.0
tripura,2021,1,799102,11,6073.0
tripura,2021,1,799006,11,7178.0
tripura,2021,1,799277,10,1008.0
tripura,2021,1,799008,10,4544.0
tripura,2021,2,799003,27,36368.0
tripura,2021,2,799001,26,22527.0
tripura,2021,2,799005,18,12981.0
tripura,2021,2,799007,17,13423.0
tripura,2021,2,799250,13,6220.0
tripura,2021,2,799002,13,11985.0
tripura,2021,2,799015,11,12153.0
tripura,2021,2,799006,11,21226.0
tripura,2021,2,799261,10,6122.0
tripura,2021,2,799004,9,6884.0
tripura,2021,4,799001,65,64361.0
tripura,2021,4,799003,48,59889.0
tripura,2021,4,799006,46,60800.0
tripura,2021,4,799002,28,45587.0
tripura,2021,4,799114,27,57667.0
tripura,2021,4,799004,24,50079.0
tripura,2021,4,799007,23,43242.0
tripura,2021,4,799005,20,21635.0
tripura,2021,4,799155,20,24781.0
tripura,2021,4,799144,19,29079.0
tripura,2021,3,799001,65,56240.0
tripura,2021,3,799003,43,102051.0
tripura,2021,3,799007,28,34908.0
tripura,2021,3,799006,27,23520.0
tripura,2021,3,799014,18,19044.0
tripura,2021,3,799004,18,12797.0
tripura,2021,3,799114,18,19126.0
tripura,2021,3,799002,18,19229.0
tripura,2021,3,799005,12,6900.0
tripura,2021,3,799012,12,15958.0
tripura,2022,1,799001,95,137163.0
tripura,2022,1,799003,72,86537.0
tripura,2022,1,799007,36,50259.0
tripura,2022,1,799002,35,64386.0
tripura,2022,1,799004,33,55804.0
tripura,2022,1,799114,32,68454.0
tripura,2022,1,799006,31,42497.0
tripura,2022,1,799005,30,33377.0
tripura,2022,1,799045,27,41517.0
tripura,2022,1,799260,26,42603.0
tripura,2022,2,799001,101,98404.0
tripura,2022,2,799003,75,109441.0
tripura,2022,2,799006,59,73775.0
tripura,2022,2,799002,42,45084.0
tripura,2022,2,799045,40,39389.0
tripura,2022,2,799114,39,53762.0
tripura,2022,2,799007,31,46942.0
tripura,2022,2,799014,30,40387.0
tripura,2022,2,799004,30,45515.0
tripura,2022,2,799115,30,60642.0
tripura,2022,4,799001,138,166359.0
tripura,2022,4,799003,100,127294.0
tripura,2022,4,799007,68,52792.0
tripura,2022,4,799114,65,86552.0
tripura,2022,4,799004,62,68004.0
tripura,2022,4,799002,60,68817.0
tripura,2022,4,799006,59,104676.0
tripura,2022,4,799005,54,69533.0
tripura,2022,4,799144,44,75098.0
tripura,2022,4,799102,34,54122.0
tripura,2022,3,799001,153,144941.0
tripura,2022,3,799003,134,156745.0
tripura,2022,3,799002,78,62364.0
tripura,2022,3,799006,71,89251.0
tripura,2022,3,799004,67,87963.0
tripura,2022,3,799155,63,73876.0
tripura,2022,3,799007,51,60860.0
tripura,2022,3,799114,41,59153.0
tripura,2022,3,799014,39,32837.0
tripura,2022,3,799271,35,64757.0
tripura,2023,1,799001,155,183935.0
tripura,2023,1,799003,94,126373.0
tripura,2023,1,799006,94,95290.0
tripura,2023,1,799114,82,108713.0
tripura,2023,1,799007,57,69258.0
tripura,2023,1,799002,54,58542.0
tripura,2023,1,799014,46,79565.0
tripura,2023,1,799102,41,66362.0
tripura,2023,1,799271,39,62257.0
tripura,2023,1,799277,38,60276.0
tripura,2023,2,799001,172,194970.0
tripura,2023,2,799003,113,152484.0
tripura,2023,2,799002,106,110861.0
tripura,2023,2,799006,73,80135.0
tripura,2023,2,799004,56,78562.0
tripura,2023,2,799014,53,61167.0
tripura,2023,2,799005,37,33097.0
tripura,2023,2,799103,37,49226.0
tripura,2023,2,799007,37,31956.0
tripura,2023,2,799250,36,45566.0
tripura,2023,4,799001,232,290875.0
tripura,2023,4,799003,146,164527.0
tripura,2023,4,799002,103,124384.0
tripura,2023,4,799006,86,102907.0
tripura,2023,4,799155,81,114090.0
tripura,2023,4,799114,75,105479.0
tripura,2023,4,799005,73,77602.0
tripura,2023,4,799004,72,89900.0
tripura,2023,4,799264,54,74567.0
tripura,2023,4,799009,47,91550.0
tripura,2023,3,799001,185,207205.0
tripura,2023,3,799003,162,203515.0
tripura,2023,3,799006,96,105971.0
tripura,2023,3,799007,93,130561.0
tripura,2023,3,799002,87,96771.0
tripura,2023,3,799004,78,99690.0
tripura,2023,3,799114,68,72394.0
tripura,2023,3,799264,54,54452.0
tripura,2023,3,799014,52,62354.0
tripura,2023,3,799005,50,60545.0
west-bengal,2020,2,711101,108,17860.0
west-bengal,2020,2,700156,106,18049.0
west-bengal,2020,2,700059,99,15212.0
west-bengal,2020,2,700040,98,16166.0
west-bengal,2020,2,700074,96,14374.0
west-bengal,2020,2,734006,72,12630.0
west-bengal,2020,2,700157,71,10772.0
west-bengal,2020,2,700102,68,10735.0
west-bengal,2020,2,711102,67,10977.0
west-bengal,2020,2,700039,67,11188.0
west-bengal,2020,4,700017,187,136281.0
west-bengal,2020,4,736135,187,124617.0
west-bengal,2020,4,700105,108,84254.0
west-bengal,2020,4,711101,83,72968.0
west-bengal,2020,4,700046,81,68216.0
west-bengal,2020,4,700059,78,50240.0
west-bengal,2020,4,711302,73,43116.0
west-bengal,2020,4,700150,69,47503.0
west-bengal,2020,4,734006,67,40182.0
west-bengal,2020,4,732101,66,47861.0
west-bengal,2020,3,711101,111,21032.0
west-bengal,2020,3,700091,103,30050.0
west-bengal,2020,3,700135,102,24259.0
west-bengal,2020,3,700074,95,22913.0
west-bengal,2020,3,700015,94,17028.0
west-bengal,2020,3,721101,94,19144.0
west-bengal,2020,3,700006,92,20245.0
west-bengal,2020,3,734006,90,19256.0
west-bengal,2020,3,700156,79,21789.0
west-bengal,2020,3,700075,78,19057.0
west-bengal,2021,1,700046,750,471141.0
west-bengal,2021,1,712138,404,146465.0
west-bengal,2021,1,732101,216,116162.0
west-bengal,2021,1,700020,195,168615.0
west-bengal,2021,1,711101,183,125442.0
west-bengal,2021,1,700019,181,108087.0
west-bengal,2021,1,700074,167,112389.0
west-bengal,2021,1,734003,162,116991.0
west-bengal,2021,1,700001,159,111551.0
west-bengal,2021,1,700006,158,119806.0
west-bengal,2021,2,712138,724,263805.0
west-bengal,2021,2,700046,318,150953.0
west-bengal,2021,2,700074,197,92906.0
west-bengal,2021,2,700039,165,99685.0
west-bengal,2021,2,732101,137,95643.0
west-bengal,2021,2,712136,118,66424.0
west-bengal,2021,2,734003,113,88530.0
west-bengal,2021,2,700059,113,76775.0
west-bengal,2021,2,700156,113,122064.0
west-bengal,2021,2,711101,105,71040.0
west-bengal,2021,4,732101,298,252105.0
west-bengal,2021,4,711101,273,253332.0
west-bengal,2021,4,712138,266,99082.0
west-bengal,2021,4,700039,240,222767.0
west-bengal,2021,4,700046,232,171166.0
west-bengal,2021,4,700006,204,205977.0
west-bengal,2021,4,700156,201,209481.0
west-bengal,2021,4,700015,197,187440.0
west-bengal,2021,4,711202,182,154996.0
west-bengal,2021,4,700059,177,213012.0
west-bengal,2021,3,712138,1350,480755.0
west-bengal,2021,3,700046,478,244863.0
west-bengal,2021,3,732101,388,250628.0
west-bengal,2021,3,711101,384,215425.0
west-bengal,2021,3,712223,375,157798.0
west-bengal,2021,3,700078,359,175842.0
west-bengal,2021,3,700019,354,178872.0
west-bengal,2021,3,713102,315,182115.0
west-bengal,2021,3,700074,220,103112.0
west-bengal,2021,3,700036,220,115048.0
west-bengal,2022,1,734006,439,402290.0
west-bengal,2022,1,711101,394,445518.0
west-bengal,2022,1,700039,329,339064.0
west-bengal,2022,1,732101,325,313798.0
west-bengal,2022,1,713101,325,333098.0
west-bengal,2022,1,700014,323,350518.0
west-bengal,2022,1,711102,316,318377.0
west-bengal,2022,1,700135,306,415448.0
west-bengal,2022,1,700019,284,310166.0
west-bengal,2022,1,700006,276,297352.0
west-bengal,2022,2,734006,388,358646.0
west-bengal,2022,2,711101,371,355788.0
west-bengal,2022,2,700014,325,280234.0
west-bengal,2022,2,700019,306,333399.0
west-bengal,2022,2,700156,284,420657.0
west-bengal,2022,2,700039,269,273063.0
west-bengal,2022,2,732101,257,266496.0
west-bengal,2022,2,700135,246,387539.0
west-bengal,2022,2,700015,244,219876.0
west-bengal,2022,2,700091,238,284457.0
west-bengal,2022,4,711101,509,510667.0
west-bengal,2022,4,700156,481,691517.0
west-bengal,2022,4,734006,441,548187.0
west-bengal,2022,4,721101,438,496093.0
west-bengal,2022,4,700039,430,489960.0
west-bengal,2022,4,700135,419,618932.0
west-bengal,2022,4,732101,416,428675.0
west-bengal,2022,4,711102,397,490722.0
west-bengal,2022,4,700015,393,509298.0
west-bengal,2022,4,700006,393,496216.0
west-bengal,2022,3,711101,445,430598.0
west-bengal,2022,3,732101,420,458647.0
west-bengal,2022,3,700039,417,525970.0
west-bengal,2022,3,700156,387,597279.0
west-bengal,2022,3,700019,385,406687.0
west-bengal,2022,3,700006,376,441328.0
west-bengal,2022,3,700015,376,425286.0
west-bengal,2022,3,734006,350,364816.0
west-bengal,2022,3,700135,335,501668.0
west-bengal,2022,3,700091,331,397082.0
west-bengal,2023,1,711101,595,657261.0
west-bengal,2023,1,700039,530,655436.0
west-bengal,2023,1,700135,488,731378.0
west-bengal,2023,1,732101,483,589694.0
west-bengal,2023,1,734006,480,532468.0
west-bengal,2023,1,700156,468,744365.0
west-bengal,2023,1,700015,450,487096.0
west-bengal,2023,1,700052,436,513848.0
west-bengal,2023,1,700019,432,550821.0
west-bengal,2023,1,700059,429,591853.0
west-bengal,2023,2,700039,493,598387.0
west-bengal,2023,2,734006,460,524817.0
west-bengal,2023,2,711101,460,511039.0
west-bengal,2023,2,700156,427,664046.0
west-bengal,2023,2,700059,381,484787.0
west-bengal,2023,2,700135,379,587163.0
west-bengal,2023,2,700091,374,469232.0
west-bengal,2023,2,732101,370,418773.0
west-bengal,2023,2,700015,369,481893.0
west-bengal,2023,2,700006,358,399440.0
west-bengal,2023,4,700156,699,1054625.0
west-bengal,2023,4,734006,647,771414.0
west-bengal,2023,4,711101,644,689473.0
west-bengal,2023,4,700039,594,739443.0
west-bengal,2023,4,732101,585,699180.0
west-bengal,2023,4,700135,556,939622.0
west-bengal,2023,4,700091,535,767163.0
west-bengal,2023,4,700015,521,683025.0
west-bengal,2023,4,700059,518,843045.0
west-bengal,2023,4,711102,517,769517.0
west-bengal,2023,3,700091,557,680347.0
west-bengal,2023,3,700039,535,611970.0
west-bengal,2023,3,700156,535,845130.0
west-bengal,2023,3,711101,509,567588.0
west-bengal,2023,3,734006,499,532904.0
west-bengal,2023,3,732101,461,486371.0
west-bengal,2023,3,700059,457,498211.0
west-bengal,2023,3,700015,451,492303.0
west-bengal,2023,3,700135,447,730624.0
west-bengal,2023,3,700019,427,412341.0
jharkhand,2020,2,826124,307,51877.0
jharkhand,2020,2,828122,171,30316.0
jharkhand,2020,2,834001,115,19706.0
jharkhand,2020,2,834002,50,8237.0
jharkhand,2020,2,827013,39,7822.0
jharkhand,2020,2,831001,37,7434.0
jharkhand,2020,2,828107,36,6726.0
jharkhand,2020,2,834005,35,6027.0
jharkhand,2020,2,826001,34,7265.0
jharkhand,2020,2,831013,32,5775.0
jharkhand,2020,4,834001,176,143529.0
jharkhand,2020,4,826001,77,42393.0
jharkhand,2020,4,831001,59,33463.0
jharkhand,2020,4,828122,55,24151.0
jharkhand,2020,4,827013,53,57004.0
jharkhand,2020,4,831012,50,36582.0
jharkhand,2020,4,834002,46,34930.0
jharkhand,2020,4,825301,46,39863.0
jharkhand,2020,4,826124,45,18768.0
jharkhand,2020,4,834009,43,37917.0
jharkhand,2020,3,826124,378,89931.0
jharkhand,2020,3,828122,282,66524.0
jharkhand,2020,3,834001,220,55456.0
jharkhand,2020,3,826001,191,48500.0
jharkhand,2020,3,834002,138,32254.0
jharkhand,2020,3,834009,112,32455.0
jharkhand,2020,3,834005,94,20849.0
jharkhand,2020,3,834008,90,22174.0
jharkhand,2020,3,831001,89,20924.0
jharkhand,2020,3,832108,73,15996.0
jharkhand,2021,1,834001,303,183419.0
jharkhand,2021,1,831001,126,82373.0
jharkhand,2021,1,827013,117,57568.0
jharkhand,2021,1,826001,105,77518.0
jharkhand,2021,1,834009,84,52484.0
jharkhand,2021,1,834008,75,46979.0
jharkhand,2021,1,825303,73,37088.0
jharkhand,2021,1,831004,68,37664.0
jharkhand,2021,1,835217,60,39655.0
jharkhand,2021,1,832108,55,28540.0
jharkhand,2021,2,834001,254,239419.0
jharkhand,2021,2,826001,129,101795.0
jharkhand,2021,2,827013,104,103028.0
jharkhand,2021,2,834002,99,119642.0
jharkhand,2021,2,834005,86,68804.0
jharkhand,2021,2,831012,86,64064.0
jharkhand,2021,2,834008,86,109797.0
jharkhand,2021,2,831001,74,90097.0
jharkhand,2021,2,831004,74,61527.0
jharkhand,2021,2,822102,74,57258.0
jharkhand,2021,4,834001,608,614197.0
jharkhand,2021,4,826001,233,289336.0
jharkhand,2021,4,831001,227,265229.0
jharkhand,2021,4,834002,190,232440.0
jharkhand,2021,4,834008,159,204906.0
jharkhand,2021,4,834005,146,154409.0
jharkhand,2021,4,827013,130,199986.0
jharkhand,2021,4,830003,123,209193.0
jharkhand,2021,4,834009,122,128516.0
jharkhand,2021,4,832108,112,118475.0
jharkhand,2021,3,834001,400,332493.0
jharkhand,2021,3,826001,198,151308.0
jharkhand,2021,3,822102,195,199993.0
jharkhand,2021,3,834002,182,140791.0
jharkhand,2021,3,831001,156,134917.0
jharkhand,2021,3,835302,142,66569.0
jharkhand,2021,3,827013,121,122961.0
jharkhand,2021,3,832107,108,107917.0
jharkhand,2021,3,834009,107,118576.0
jharkhand,2021,3,832108,103,111718.0
jharkhand,2022,1,834001,622,804617.0
jharkhand,2022,1,826001,274,298461.0
jharkhand,2022,1,831001,273,307627.0
jharkhand,2022,1,834002,234,316256.0
jharkhand,2022,1,827013,205,323335.0
jharkhand,2022,1,834008,170,262494.0
jharkhand,2022,1,834009,156,192138.0
jharkhand,2022,1,832110,156,201309.0
jharkhand,2022,1,832108,151,211761.0
jharkhand,2022,1,832107,144,190932.0
jharkhand,2022,2,834001,641,681631.0
jharkhand,2022,2,826001,380,440449.0
jharkhand,2022,2,831001,342,396100.0
jharkhand,2022,2,834002,199,263774.0
jharkhand,2022,2,827013,193,268149.0
jharkhand,2022,2,831012,160,171246.0
jharkhand,2022,2,832110,153,175793.0
jharkhand,2022,2,834008,148,175465.0
jharkhand,2022,2,832108,146,169119.0
jharkhand,2022,2,834005,145,174665.0
jharkhand,2022,4,834001,901,1096797.0
jharkhand,2022,4,826001,675,746059.0
jharkhand,2022,4,831001,502,642026.0
jharkhand,2022,4,832108,363,434287.0
jharkhand,2022,4,834002,361,505664.0
jharkhand,2022,4,827013,316,501959.0
jharkhand,2022,4,832110,302,330958.0
jharkhand,2022,4,831012,282,299313.0
jharkhand,2022,4,834008,275,437708.0
jharkhand,2022,4,832107,273,401631.0
jharkhand,2022,3,834001,952,1088439.0
jharkhand,2022,3,826001,656,658189.0
jharkhand,2022,3,831001,498,539091.0
jharkhand,2022,3,834002,330,317605.0
jharkhand,2022,3,827013,287,353078.0
jharkhand,2022,3,835302,261,168152.0
jharkhand,2022,3,831012,251,275031.0
jharkhand,2022,3,834008,248,336346.0
jharkhand,2022,3,832110,234,286643.0
jharkhand,2022,3,832108,233,240619.0
jharkhand,2023,1,834001,853,1139933.0
jharkhand,2023,1,831001,662,633062.0
jharkhand,2023,1,826001,454,521038.0
jharkhand,2023,1,832108,377,452574.0
jharkhand,2023,1,831012,344,410953.0
jharkhand,2023,1,832107,320,378120.0
jharkhand,2023,1,834002,308,452977.0
jharkhand,2023,1,827013,292,501165.0
jharkhand,2023,1,831004,266,293838.0
jharkhand,2023,1,834008,259,368773.0
jharkhand,2023,2,834001,957,1221293.0
jharkhand,2023,2,831001,865,877814.0
jharkhand,2023,2,826001,515,686171.0
jharkhand,2023,2,832108,463,432051.0
jharkhand,2023,2,832107,399,415090.0
jharkhand,2023,2,827013,389,565662.0
jharkhand,2023,2,831004,367,352526.0
jharkhand,2023,2,831012,360,413272.0
jharkhand,2023,2,834002,323,441029.0
jharkhand,2023,2,831009,289,296837.0
jharkhand,2023,4,834001,1142,1641382.0
jharkhand,2023,4,831001,791,1060429.0
jharkhand,2023,4,826001,718,1010140.0
jharkhand,2023,4,827013,518,799120.0
jharkhand,2023,4,832108,459,583398.0
jharkhand,2023,4,832107,413,464732.0
jharkhand,2023,4,834002,408,470590.0
jharkhand,2023,4,831004,353,439314.0
jharkhand,2023,4,831012,336,421307.0
jharkhand,2023,4,834008,312,599671.0
jharkhand,2023,3,834001,1290,1541368.0
jharkhand,2023,3,831001,832,827931.0
jharkhand,2023,3,826001,614,715449.0
jharkhand,2023,3,832107,454,500594.0
jharkhand,2023,3,834002,447,527439.0
jharkhand,2023,3,827013,444,584805.0
jharkhand,2023,3,832108,432,486414.0
jharkhand,2023,3,831004,397,373846.0
jharkhand,2023,3,831012,377,388045.0
jharkhand,2023,3,834008,337,399455.0
meghalaya,2020,2,793001,7,1252.0
meghalaya,2020,2,793101,7,1591.0
meghalaya,2020,2,793119,4,847.0
meghalaya,2020,2,793011,4,924.0
meghalaya,2020,2,793160,3,462.0
meghalaya,2020,2,793003,3,595.0
meghalaya,2020,2,793210,3,795.0
meghalaya,2020,2,793200,2,462.0
meghalaya,2020,2,793012,1,231.0
meghalaya,2020,2,793022,1,238.0
meghalaya,2020,4,793002,22,7928.0
meghalaya,2020,4,794105,7,3987.0
meghalaya,2020,4,793019,6,7101.0
meghalaya,2020,4,793001,5,8726.0
meghalaya,2020,4,793210,4,3792.0
meghalaya,2020,4,793113,3,197.0
meghalaya,2020,4,793102,3,1233.0
meghalaya,2020,4,793018,3,2127.0
meghalaya,2020,4,794101,3,526.0
meghalaya,2020,4,793007,3,2103.0
meghalaya,2020,3,793210,17,4534.0
meghalaya,2020,3,793001,12,3049.0
meghalaya,2020,3,793004,9,3376.0
meghalaya,2020,3,793022,8,1381.0
meghalaya,2020,3,793002,8,1862.0
meghalaya,2020,3,793200,6,4284.0
meghalaya,2020,3,794104,6,1194.0
meghalaya,2020,3,793101,5,1290.0
meghalaya,2020,3,794001,4,2023.0
meghalaya,2020,3,794111,4,1964.0
meghalaya,2021,1,793001,8,8874.0
meghalaya,2021,1,794105,8,16898.0
meghalaya,2021,1,793210,7,632.0
meghalaya,2021,1,793102,7,8615.0
meghalaya,2021,1,794104,7,6836.0
meghalaya,2021,1,793004,5,12483.0
meghalaya,2021,1,793003,5,8186.0
meghalaya,2021,1,794101,5,5269.0
meghalaya,2021,1,793007,5,2683.0
meghalaya,2021,1,793010,4,8647.0
meghalaya,2021,2,793001,16,18996.0
meghalaya,2021,2,793003,10,11335.0
meghalaya,2021,2,794001,9,11407.0
meghalaya,2021,2,794101,9,4942.0
meghalaya,2021,2,793002,8,6847.0
meghalaya,2021,2,794104,7,4292.0
meghalaya,2021,2,793009,7,11091.0
meghalaya,2021,2,793101,6,4914.0
meghalaya,2021,2,793210,6,3244.0
meghalaya,2021,2,794105,5,4268.0
meghalaya,2021,4,793001,42,68228.0
meghalaya,2021,4,793004,22,26993.0
meghalaya,2021,4,793102,19,41706.0
meghalaya,2021,4,793101,18,32546.0
meghalaya,2021,4,793002,13,18924.0
meghalaya,2021,4,794001,12,21535.0
meghalaya,2021,4,793210,11,16785.0
meghalaya,2021,4,793003,10,49219.0
meghalaya,2021,4,794110,10,9599.0
meghalaya,2021,4,794104,8,16631.0
meghalaya,2021,3,793001,19,25607.0
meghalaya,2021,3,793210,12,6428.0
meghalaya,2021,3,793102,8,29567.0
meghalaya,2021,3,793101,8,14644.0
meghalaya,2021,3,793002,7,6349.0
meghalaya,2021,3,794101,7,10309.0
meghalaya,2021,3,794104,7,5642.0
meghalaya,2021,3,794105,7,3422.0
meghalaya,2021,3,794001,5,3716.0
meghalaya,2021,3,793007,5,1686.0
meghalaya,2022,1,793001,42,126761.0
meghalaya,2022,1,793101,35,63989.0
meghalaya,2022,1,794105,22,47797.0
meghalaya,2022,1,794001,17,46367.0
meghalaya,2022,1,794101,15,36098.0
meghalaya,2022,1,794104,14,23384.0
meghalaya,2022,1,794111,14,36108.0
meghalaya,2022,1,793003,13,29987.0
meghalaya,2022,1,793009,13,13253.0
meghalaya,2022,1,793007,12,26078.0
meghalaya,2022,2,793001,54,73068.0
meghalaya,2022,2,793011,24,41024.0
meghalaya,2022,2,793101,24,45285.0
meghalaya,2022,2,794001,22,59667.0
meghalaya,2022,2,794105,21,51979.0
meghalaya,2022,2,793007,20,40788.0
meghalaya,2022,2,793002,19,32432.0
meghalaya,2022,2,793103,19,25712.0
meghalaya,2022,2,794111,13,31027.0
meghalaya,2022,2,793004,12,22376.0
meghalaya,2022,4,793001,76,136511.0
meghalaya,2022,4,793101,52,62279.0
meghalaya,2022,4,794001,43,87332.0
meghalaya,2022,4,793002,40,76784.0
meghalaya,2022,4,794101,31,73019.0
meghalaya,2022,4,793010,26,40961.0
meghalaya,2022,4,793007,26,55717.0
meghalaya,2022,4,793102,26,42358.0
meghalaya,2022,4,794105,23,26278.0
meghalaya,2022,4,793004,22,35083.0
meghalaya,2022,3,793001,93,129948.0
meghalaya,2022,3,794104,77,127191.0
meghalaya,2022,3,794001,41,97784.0
meghalaya,2022,3,793101,29,45421.0
meghalaya,2022,3,793007,28,41164.0
meghalaya,2022,3,793004,25,44632.0
meghalaya,2022,3,794101,24,45421.0
meghalaya,2022,3,794105,22,28573.0
meghalaya,2022,3,793009,21,57384.0
meghalaya,2022,3,793002,20,32868.0
meghalaya,2023,1,793001,55,95564.0
meghalaya,2023,1,793101,42,66922.0
meghalaya,2023,1,794001,38,102048.0
meghalaya,2023,1,793011,31,77129.0
meghalaya,2023,1,794101,29,87543.0
meghalaya,2023,1,793102,26,59400.0
meghalaya,2023,1,794105,24,50318.0
meghalaya,2023,1,793002,24,42826.0
meghalaya,2023,1,794104,21,37324.0
meghalaya,2023,1,793007,19,41666.0
meghalaya,2023,2,793001,78,117024.0
meghalaya,2023,2,794001,44,105670.0
meghalaya,2023,2,793101,41,65800.0
meghalaya,2023,2,794101,38,90315.0
meghalaya,2023,2,793002,37,41294.0
meghalaya,2023,2,794108,37,78072.0
meghalaya,2023,2,793007,33,59162.0
meghalaya,2023,2,794104,31,47479.0
meghalaya,2023,2,794105,29,41686.0
meghalaya,2023,2,793011,23,40897.0
meghalaya,2023,4,793001,72,142069.0
meghalaya,2023,4,794001,63,171264.0
meghalaya,2023,4,793101,62,111206.0
meghalaya,2023,4,794101,46,135848.0
meghalaya,2023,4,793002,44,103203.0
meghalaya,2023,4,794105,35,62720.0
meghalaya,2023,4,793007,29,63490.0
meghalaya,2023,4,793102,27,62233.0
meghalaya,2023,4,794104,26,37187.0
meghalaya,2023,4,793011,25,40346.0
meghalaya,2023,3,793001,71,118274.0
meghalaya,2023,3,794001,63,131092.0
meghalaya,2023,3,793002,48,91823.0
meghalaya,2023,3,794104,42,78897.0
meghalaya,2023,3,794102,40,104891.0
meghalaya,2023,3,793101,37,58386.0
meghalaya,2023,3,794101,37,94240.0
meghalaya,2023,3,794105,36,62818.0
meghalaya,2023,3,793007,33,45106.0
meghalaya,2023,3,794111,29,116384.0
assam,2020,2,781022,36,6530.0
assam,2020,2,781038,36,6424.0
assam,2020,2,781032,30,5864.0
assam,2020,2,781006,23,3630.0
